gene_names,tau,std,stat,rej,pvalue,padj,pvalue_emp_null_adj,padj_emp_null_adj
DUOXA1,-0.30123717903726394,0.20766713550644456,-1.450577041488183,0.0,0.15066781815491515,0.4329972364188182,0.33515467778852337,0.9888864457870832
SLC27A2,0.11506736243721158,0.0998928337687864,1.151908080849407,0.0,0.25283699866526493,0.5592444148679983,0.46324617540340185,0.9972311548296766
GCNT3,0.07776112093232548,0.25646826095302633,0.3031997824735432,0.0,0.7624965690960506,0.9082691399299012,0.8571363776198909,0.9972311548296766
DISP2,0.18539981076087794,0.053416443423505294,3.470837795975291,0.0,0.0008405920621790021,0.014554778378667916,0.026700874952745757,0.44676599326565747
PIF1,-0.14510716872651988,0.1309594419400349,-1.108031361289422,0.0,0.2711626908633064,0.5790825055959268,0.4585708756485565,0.9972311548296766
ADAMTS17,0.10011208956856997,0.16022099117052568,0.6248375374361473,0.0,0.5338001351485069,0.790777881557759,0.69644468480651,0.9972311548296766
PCSK6,-0.04128061210514362,0.14437195620082136,-0.2859323458062887,0.0,0.7758059866120077,0.9123783312760666,0.8376227062559244,0.9972311548296766
CCDC33,0.08785655152280283,0.18579863901356022,0.47285896166543373,0.0,0.6376207327310486,0.8473299154594531,0.7711820997536876,0.9972311548296766
CELF6,0.05629766952271195,0.059573033951983406,0.9450193449621612,0.0,0.34739725096473517,0.64907836312011,0.5491893828370309,0.9972311548296766
LMAN1L,0.1699504366499039,0.2154435487615938,0.7888397569888165,0.0,0.43250687530220666,0.7193297683192051,0.6191107930994676,0.9972311548296766
RHCG,0.08734732675675397,0.08219367934890584,1.0627012618083598,0.0,0.2911604696040667,0.597390870223701,0.4993731717545604,0.9972311548296766
FANCI,-0.05745415857573329,0.11651652069749673,-0.49309881750500684,0.0,0.6232796137537293,0.8415821918795685,0.7335587089669877,0.9972311548296766
WDR93,-0.2840204090488325,0.1251731497796269,-2.2690202295689095,0.0,0.026484870292170302,0.15657493879369638,0.13673283969524724,0.8336335116498573
TICRR,-0.019619500877172392,0.18101651921474693,-0.10838514055116161,0.0,0.9139522688326299,0.9656702810887262,0.9290545004628548,0.9972311548296766
ST8SIA2,-0.48387675856019885,0.5448820909674974,-0.888039387936247,0.0,0.378488235795567,0.6773593843912672,0.55067398548364,0.9972311548296766
SH3GL3,0.003591495497915899,0.06755338716124014,0.053165291169538546,0.0,0.9577287559497119,0.9819853790047408,0.9867741385982381,0.9986796572144134
SEPTIN12,0.31937146488537405,0.19438252732129893,1.643005003003579,0.0,0.10416590654217397,0.3546197381941835,0.29261466445402545,0.9717670650172353
ARMC5,0.12553462117275402,0.10510659674421718,1.1943553027242388,0.0,0.23578687291202077,0.5416443852683188,0.44650826297448376,0.9972311548296766
MYLK3,0.04934565813293453,0.11654855570774468,0.42339141685009746,0.0,0.6731244746984546,0.8661197644959253,0.7959847177176514,0.9972311548296766
ABCC12,-0.37829036173680436,0.17785484116882078,-2.126961286242015,0.0,0.036803696963805435,0.1926781782222755,0.16192388150969197,0.8715770010947472
CHST4,-0.35663665045454496,0.2317302416681838,-1.5390164351755846,0.0,0.12795255771232922,0.3982495534871397,0.3074858788750039,0.9819024518808425
CLEC18B,0.5696253389483477,0.19244159084456186,2.9599908026557684,0.0,0.004139264444529152,0.04682141102060153,0.05839252749182492,0.6402300117651916
