"","gene_names"
"10147","ATAD2"
"10148","WDYHV1"
"10149","FBXO32"
"10150","AC090193.1"
"10151","ANXA13"
"10152","FAM91A1"
"10153","FER1L6"
"10154","FER1L6-AS1"
"10155","FER1L6-AS2"
"10156","AC090921.1"
"10157","TMEM65"
"10158","TRMT12"
"10159","RNF139-AS1"
"10160","RNF139"
"10161","TATDN1"
"10162","AC090198.1"
"10163","NDUFB9"
"10164","MTSS1"
"10165","AC090922.1"
"10166","AC100858.3"
"10167","LINC00964"
"10168","SQLE"
"10169","WASHC5"
"10170","NSMCE2"
"10171","TRIB1"
"10172","FAM84B"
"10173","PCAT1"
"10174","CASC8"
"10175","CASC11"
"10176","MYC"
"10177","PVT1"
"10178","CCDC26"
"10179","FAM49B"
"10180","AC022973.3"
"10181","AC022973.2"
"10182","ASAP1"
"10183","AC090987.1"
"10184","ADCY8"
"10185","EFR3A"
"10186","HHLA1"
"10187","KCNQ3"
"10188","LRRC6"
"10189","TMEM71"
"10190","PHF20L1"
"10191","TG"
"10192","SLA"
"10193","WISP1"
"10194","NDRG1"
"10195","ST3GAL1"
"10196","AC103706.1"
"10197","AC133634.1"
"10198","AC105180.1"
"10199","ZFAT"
"10200","AC083843.3"
"10201","AC083843.1"
"10202","LINC01591"
"10203","KHDRBS3"
"10204","AC079098.1"
"10205","AC013546.1"
"10206","LINC02055"
"10207","AC046195.1"
"10208","AC046195.2"
"10209","FAM135B"
"10210","COL22A1"
"10211","KCNK9"
"10212","TRAPPC9"
"10213","AC107375.1"
"10214","CHRAC1"
"10215","AGO2"
"10216","PTK2"
"10217","DENND3"
"10218","AC040970.1"
"10219","SLC45A4"
"10220","GPR20"
"10221","PTP4A3"
"10222","AC138647.1"
"10223","LINC00051"
"10224","TSNARE1"
"10225","ADGRB1"
"10226","ARC"
"10227","AC108002.3"
"10228","JRK"
"10229","PSCA"
"10230","AC108002.1"
"10231","THEM6"
"10232","LY6D"
"10233","GML"
"10234","LY6E-DT"
"10235","LY6E"
"10236","LY6H"
"10237","GPIHBP1"
"10238","AC138696.1"
"10239","GLI4"
"10240","MINCR"
"10241","ZNF696"
"10242","TOP1MT"
"10243","RHPN1"
"10244","ZC3H3"
"10245","MROH6"
"10246","NAPRT"
"10247","EEF1D"
"10248","TIGD5"
"10249","PYCR3"
"10250","TSTA3"
"10251","ZNF623"
"10252","ZNF707"
"10253","MAPK15"
"10254","FAM83H"
"10255","IQANK1"
"10256","AC105219.4"
"10257","SCRIB"
"10258","PUF60"
"10259","NRBP2"
"10260","EPPK1"
"10261","PLEC"
"10262","PARP10"
"10263","GRINA"
"10264","SPATC1"
"10265","OPLAH"
"10266","AC109322.1"
"10267","EXOSC4"
"10268","GPAA1"
"10269","CYC1"
"10270","SHARPIN"
"10271","MAF1"
"10272","WDR97"
"10273","HGH1"
"10274","MROH1"
"10275","BOP1"
"10276","SCX"
"10277","HSF1"
"10278","DGAT1"
"10279","SCRT1"
"10280","TMEM249"
"10281","SLC52A2"
"10282","FBXL6"
"10283","ADCK5"
"10284","CPSF1"
"10285","AC233992.3"
"10286","SLC39A4"
"10287","VPS28"
"10288","TONSL"
"10289","CYHR1"
"10290","KIFC2"
"10291","FOXH1"
"10292","PPP1R16A"
"10293","GPT"
"10294","MFSD3"
"10295","RECQL4"
"10296","AC084125.4"
"10297","LRRC14"
"10298","LRRC24"
"10299","ARHGAP39"
"10300","ZNF251"
"10301","ZNF34"
"10302","RPL8"
"10303","ZNF517"
"10304","ZNF7"
"10305","COMMD5"
"10306","ZNF250"
"10307","ZNF16"
"10308","ZNF252P-AS1"
"10309","C8ORF33"
"10310","WASHC1"
"10311","AL928970.1"
"10312","CBWD1"
"10313","DOCK8"
"10314","KANK1"
"10315","DMRT1"
"10316","DMRT3"
"10317","DMRT2"
"10318","SMARCA2"
"10319","AL359076.1"
"10320","VLDLR-AS1"
"10321","VLDLR"
"10322","KCNV2"
"10323","PUM3"
"10324","LINC01231"
"10325","RFX3"
"10326","RFX3-AS1"
"10327","GLIS3"
"10328","SLC1A1"
"10329","SPATA6L"
"10330","PLPP6"
"10331","CDC37L1-DT"
"10332","CDC37L1"
"10333","AK3"
"10334","RCL1"
"10335","JAK2"
"10336","INSL6"
"10337","PLGRKT"
"10338","CD274"
"10339","PDCD1LG2"
"10340","RIC1"
"10341","AL136980.1"
"10342","ERMP1"
"10343","KIAA2026"
"10344","MLANA"
"10345","RANBP6"
"10346","IL33"
"10347","UHRF2"
"10348","AL133480.1"
"10349","GLDC"
"10350","AL162411.1"
"10351","AL354707.2"
"10352","AL354707.1"
"10353","KDM4C"
"10354","DMAC1"
"10355","PTPRD"
"10356","PTPRD-AS1"
"10357","AL596451.1"
"10358","PTPRD-AS2"
"10359","AL589678.1"
"10360","TYRP1"
"10361","LURAP1L-AS1"
"10362","LURAP1L"
"10363","MPDZ"
"10364","NFIB"
"10365","AL136366.1"
"10366","AL159169.3"
"10367","AL159169.2"
"10368","ZDHHC21"
"10369","FREM1"
"10370","TTC39B"
"10371","SNAPC3"
"10372","PSIP1"
"10373","CCDC171"
"10374","C9ORF92"
"10375","BNC2"
"10376","AL162725.2"
"10377","CNTLN"
"10378","SH3GL2"
"10379","ADAMTSL1"
"10380","SAXO1"
"10381","RRAGA"
"10382","HAUS6"
"10383","PLIN2"
"10384","DENND4C"
"10385","AL391834.2"
"10386","RPS6"
"10387","ACER2"
"10388","SLC24A2"
"10389","AL591222.1"
"10390","MLLT3"
"10391","FOCAD"
"10392","HACD4"
"10393","KLHL9"
"10394","AL353732.1"
"10395","AL359922.1"
"10396","CDKN2A"
"10397","CDKN2B-AS1"
"10398","LINC01239"
"10399","AL391117.1"
"10400","AL445623.2"
"10401","ELAVL2"
"10402","AL365204.1"
"10403","IZUMO3"
"10404","AL353811.1"
"10405","TUSC1"
"10406","CAAP1"
"10407","PLAA"
"10408","IFT74"
"10409","LRRC19"
"10410","AL355432.1"
"10411","TEK"
"10412","EQTN"
"10413","MOB3B"
"10414","C9ORF72"
"10415","LINGO2"
"10416","LINC01242"
"10417","ACO1"
"10418","DDX58"
"10419","TOPORS"
"10420","SMIM27"
"10421","NDUFB6"
"10422","TMEM215"
"10423","AL157884.2"
"10424","APTX"
"10425","DNAJA1"
"10426","SMU1"
"10427","B4GALT1"
"10428","B4GALT1-AS1"
"10429","BAG1"
"10430","CHMP5"
"10431","NFX1"
"10432","AQP7"
"10433","AQP3"
"10434","NOL6"
"10435","ANKRD18B"
"10436","CYP4F26P"
"10437","AL356489.3"
"10438","AL356489.2"
"10439","PRSS3"
"10440","UBE2R2-AS1"
"10441","UBE2R2"
"10442","UBAP2"
"10443","AL354989.1"
"10444","DCAF12"
"10445","UBAP1"
"10446","KIF24"
"10447","NUDT2"
"10448","MYORG"
"10449","C9ORF24"
"10450","FAM219A"
"10451","DNAI1"
"10452","ENHO"
"10453","CNTFR"
"10454","CNTFR-AS1"
"10455","RPP25L"
"10456","DCTN3"
"10457","SIGMAR1"
"10458","GALT"
"10459","IL11RA"
"10460","CCL27"
"10461","AL162231.1"
"10462","AL162231.2"
"10463","PHF24"
"10464","DNAJB5-DT"
"10465","DNAJB5"
"10466","VCP"
"10467","FANCG"
"10468","PIGO"
"10469","AL353795.2"
"10470","STOML2"
"10471","FAM214B"
"10472","UNC13B"
"10473","RUSC2"
"10474","TESK1"
"10475","CD72"
"10476","RMRP"
"10477","CCDC107"
"10478","ARHGEF39"
"10479","CA9"
"10480","TPM2"
"10481","TLN1"
"10482","CREB3"
"10483","GBA2"
"10484","RGP1"
"10485","AL133410.1"
"10486","NPR2"
"10487","SPAG8"
"10488","HINT2"
"10489","TMEM8B"
"10490","HRCT1"
"10491","SPAAR"
"10492","RECK"
"10493","GLIPR2"
"10494","CLTA"
"10495","GNE"
"10496","RNF38"
"10497","MELK"
"10498","PAX5"
"10499","EBLN3P"
"10500","ZCCHC7"
"10501","GRHPR"
"10502","ZBTB5"
"10503","POLR1E"
"10504","AL513165.1"
"10505","FBXO10"
"10506","AL513165.2"
"10507","AL138752.2"
"10508","FRMPD1"
"10509","TRMT10B"
"10510","DCAF10"
"10511","ALDH1B1"
"10512","IGFBPL1"
"10513","FAM95C"
"10514","ANKRD18A"
"10515","FAM201A"
"10516","AL845311.1"
"10517","CNTNAP3"
"10518","GLIDR"
"10519","ANKRD20A2"
"10520","FAM95B1"
"10521","BMS1P14"
"10522","FP325318.1"
"10523","AL353626.1"
"10524","BX255923.2"
"10525","CBWD6"
"10526","AL845472.1"
"10527","AL591926.2"
"10528","CNTNAP3B"
"10529","AL445584.2"
"10530","BX088651.4"
"10531","AL591441.2"
"10532","AL591441.1"
"10533","BX088645.1"
"10534","FAM27C"
"10535","AL391987.2"
"10536","AL391987.3"
"10537","CR769775.2"
"10538","LINC01410"
"10539","AL512625.2"
"10540","AL512625.3"
"10541","AL512625.1"
"10542","ANKRD20A4"
"10543","FOXD4L5"
"10544","CBWD5"
"10545","AL136317.2"
"10546","ANKRD20A3"
"10547","AL513478.2"
"10548","ZNF658"
"10549","ANKRD20A1"
"10550","AL353608.2"
"10551","CBWD3"
"10552","AL353608.3"
"10553","PGM5"
"10554","AL161457.2"
"10555","AL353616.2"
"10556","PIP5K1B"
"10557","AL354794.1"
"10558","FAM189A2"
"10559","APBA1"
"10560","AL353693.1"
"10561","PTAR1"
"10562","C9ORF135"
"10563","MAMDC2-AS1"
"10564","MAMDC2"
"10565","SMC5-AS1"
"10566","SMC5"
"10567","KLF9"
"10568","TRPM3"
"10569","CEMIP2"
"10570","ABHD17B"
"10571","C9ORF85"
"10572","C9ORF57"
"10573","GDA"
"10574","AL135924.2"
"10575","LINC01504"
"10576","ZFAND5"
"10577","TMC1"
"10578","LINC01474"
"10579","ALDH1A1"
"10580","ANXA1"
"10581","RORB-AS1"
"10582","RORB"
"10583","TRPM6"
"10584","C9ORF40"
"10585","C9ORF41-AS1"
"10586","CARNMT1"
"10587","NMRK1"
"10588","OSTF1"
"10589","PCSK5"
"10590","RFK"
"10591","GCNT1"
"10592","PRUNE2"
"10593","PCA3"
"10594","VPS13A"
"10595","GNA14"
"10596","GNA14-AS1"
"10597","GNAQ"
"10598","CEP78"
"10599","PSAT1"
"10600","TLE4"
"10601","AL161782.1"
"10602","TLE1"
"10603","AL591368.1"
"10604","AL158154.2"
"10605","RASEF"
"10606","AL137847.1"
"10607","FRMD3"
"10608","IDNK"
"10609","UBQLN1"
"10610","AL354920.1"
"10611","GKAP1"
"10612","AL354733.1"
"10613","AL354733.2"
"10614","KIF27"
"10615","C9ORF64"
"10616","HNRNPK"
"10617","AL354733.3"
"10618","RMI1"
"10619","AL390838.1"
"10620","SLC28A3"
"10621","NTRK2"
"10622","AGTPBP1"
"10623","AL353743.2"
"10624","NAA35"
"10625","GOLM1"
"10626","C9ORF153"
"10627","ISCA1"
"10628","TUT7"
"10629","AL353613.1"
"10630","GAS1"
"10631","GAS1RR"
"10632","C9ORF170"
"10633","DAPK1"
"10634","CTSL"
"10635","CDK20"
"10636","SPIN1"
"10637","NXNL2"
"10638","S1PR3"
"10639","SHC3"
"10640","CKS2"
"10641","SECISBP2"
"10642","SEMA4D"
"10643","GADD45G"
"10644","LINC01508"
"10645","LINC01501"
"10646","DIRAS2"
"10647","SYK"
"10648","AL355607.1"
"10649","AL158071.1"
"10650","AL158071.4"
"10651","AL158071.5"
"10652","AUH"
"10653","NFIL3"
"10654","ROR2"
"10655","SPTLC1"
"10656","IARS"
"10657","NOL8"
"10658","CENPP"
"10659","OGN"
"10660","OMD"
"10661","ASPN"
"10662","ECM2"
"10663","IPPK"
"10664","BICD2"
"10665","ZNF484"
"10666","FGD3"
"10667","CARD19"
"10668","NINJ1"
"10669","WNK2"
"10670","C9ORF129"
"10671","AL583839.1"
"10672","FAM120AOS"
"10673","FAM120A"
"10674","PHF2"
"10675","PTPDC1"
"10676","AL158152.2"
"10677","MIRLET7DHG"
"10678","ZNF169"
"10679","AL691447.2"
"10680","MFSD14B"
"10681","PCAT7"
"10682","FBP2"
"10683","FBP1"
"10684","C9ORF3"
"10685","AL353768.1"
"10686","FANCC"
"10687","PTCH1"
"10688","AL161729.4"
"10689","AL354861.2"
"10690","LINC00476"
"10691","ERCC6L2"
"10692","LINC00092"
"10693","AL449403.1"
"10694","SLC35D2"
"10695","ZNF367"
"10696","HABP4"
"10697","CDC14B"
"10698","AAED1"
"10699","AL589843.1"
"10700","ZNF510"
"10701","ZNF782"
"10702","MFSD14C"
"10703","NUTM2G"
"10704","CTSV"
"10705","AL590705.3"
"10706","AL590705.1"
"10707","AL590705.2"
"10708","CCDC180"
"10709","TDRD7"
"10710","TMOD1"
"10711","AL162385.1"
"10712","TSTD2"
"10713","NCBP1"
"10714","AL162385.2"
"10715","XPA"
"10716","TRMO"
"10717","HEMGN"
"10718","ANP32B"
"10719","NANS"
"10720","TRIM14"
"10721","CORO2A"
"10722","TBC1D2"
"10723","GABBR2"
"10724","ANKS6"
"10725","GALNT12"
"10726","AL136084.2"
"10727","COL15A1"
"10728","TGFBR1"
"10729","ALG2"
"10730","SEC61B"
"10731","AL137067.1"
"10732","AL359710.1"
"10733","NR4A3"
"10734","STX17-AS1"
"10735","STX17"
"10736","AL358937.1"
"10737","ERP44"
"10738","INVS"
"10739","TEX10"
"10740","MSANTD3"
"10741","MSANTD3-TMEFF1"
"10742","CAVIN4"
"10743","PLPPR1"
"10744","BAAT"
"10745","MRPL50"
"10746","ZNF189"
"10747","ALDOB"
"10748","TMEM246-AS1"
"10749","TMEM246"
"10750","RNF20"
"10751","GRIN3A"
"10752","LINC01492"
"10753","AL390962.1"
"10754","SMC2-AS1"
"10755","SMC2"
"10756","NIPSNAP3A"
"10757","NIPSNAP3B"
"10758","ABCA1"
"10759","SLC44A1"
"10760","FSD1L"
"10761","FKTN"
"10762","TMEM38B"
"10763","LINC01505"
"10764","ZNF462"
"10765","AL807761.4"
"10766","RAD23B"
"10767","KLF4"
"10768","ELP1"
"10769","FAM206A"
"10770","CTNNAL1"
"10771","TMEM245"
"10772","FRRS1L"
"10773","EPB41L4B"
"10774","PTPN3"
"10775","PALM2"
"10776","PALM2-AKAP2"
"10777","C9ORF152"
"10778","TXN"
"10779","TXNDC8"
"10780","SVEP1"
"10781","AL592463.1"
"10782","MUSK"
"10783","LPAR1"
"10784","AL162414.1"
"10785","ECPAS"
"10786","ZNF483"
"10787","PTGR1"
"10788","DNAJC25-GNG10"
"10789","GNG10"
"10790","C9ORF84"
"10791","UGCG"
"10792","SUSD1"
"10793","PTBP3"
"10794","HSDL2"
"10795","C9ORF147"
"10796","KIAA1958"
"10797","INIP"
"10798","SNX30"
"10799","SLC46A2"
"10800","ZNF883"
"10801","ZFP37"
"10802","FAM225B"
"10803","SLC31A2"
"10804","FKBP15"
"10805","SLC31A1"
"10806","CDC26"
"10807","PRPF4"
"10808","WDR31"
"10809","BSPRY"
"10810","HDHD3"
"10811","ALAD"
"10812","POLE3"
"10813","C9ORF43"
"10814","RGS3"
"10815","ZNF618"
"10816","KIF12"
"10817","COL27A1"
"10818","AKNA"
"10819","WHRN"
"10820","ATP6V1G1"
"10821","TMEM268"
"10822","TEX53"
"10823","TEX48"
"10824","TNC"
"10825","DEC1"
"10826","AL691420.1"
"10827","PAPPA"
"10828","AL137024.1"
"10829","PAPPA-AS1"
"10830","ASTN2"
"10831","ASTN2-AS1"
"10832","TRIM32"
"10833","BRINP1"
"10834","AC006288.1"
"10835","CDK5RAP2"
"10836","MEGF9"
"10837","FBXW2"
"10838","PSMD5"
"10839","PHF19"
"10840","TRAF1"
"10841","C5"
"10842","CNTRL"
"10843","RAB14"
"10844","GSN"
"10845","STOM"
"10846","AL359644.1"
"10847","DAB2IP"
"10848","TTLL11"
"10849","NDUFA8"
"10850","MORN5"
"10851","LHX6"
"10852","RBM18"
"10853","MRRF"
"10854","PTGS1"
"10855","AL359636.1"
"10856","OR1L8"
"10857","AL162254.1"
"10858","PDCL"
"10859","RC3H2"
"10860","ZBTB6"
"10861","ZBTB26"
"10862","RABGAP1"
"10863","STRBP"
"10864","CRB2"
"10865","DENND1A"
"10866","AL390774.2"
"10867","LHX2"
"10868","AC006450.3"
"10869","NEK6"
"10870","PSMB7"
"10871","NR6A1"
"10872","MIR181A2HG"
"10873","OLFML2A"
"10874","RPL35"
"10875","ARPC5L"
"10876","GOLGA1"
"10877","SCAI"
"10878","PPP6C"
"10879","RABEPK"
"10880","HSPA5"
"10881","AL354710.2"
"10882","GAPVD1"
"10883","MAPKAP1"
"10884","PBX3"
"10885","AL589923.1"
"10886","MVB12B"
"10887","LMX1B"
"10888","ZBTB43"
"10889","ZBTB34"
"10890","RALGPS1"
"10891","ANGPTL2"
"10892","GARNL3"
"10893","SLC2A8"
"10894","ZNF79"
"10895","RPL12"
"10896","LRSAM1"
"10897","FAM129B"
"10898","STXBP1"
"10899","AL162426.1"
"10900","PTRH1"
"10901","CFAP157"
"10902","TTC16"
"10903","TOR2A"
"10904","SH2D3C"
"10905","CDK9"
"10906","FPGS"
"10907","ENG"
"10908","AL162586.1"
"10909","AK1"
"10910","AL157935.2"
"10911","ST6GALNAC4"
"10912","PIP5KL1"
"10913","DPM2"
"10914","FAM102A"
"10915","NAIF1"
"10916","SLC25A25"
"10917","SLC25A25-AS1"
"10918","PTGES2"
"10919","AL590708.1"
"10920","C9ORF16"
"10921","CIZ1"
"10922","DNM1"
"10923","GOLGA2"
"10924","SWI5"
"10925","TRUB2"
"10926","COQ4"
"10927","SLC27A4"
"10928","URM1"
"10929","AL359091.1"
"10930","CERCAM"
"10931","ODF2"
"10932","GLE1"
"10933","AL356481.1"
"10934","SPTAN1"
"10935","WDR34"
"10936","SET"
"10937","PKN3"
"10938","ZDHHC12"
"10939","AL441992.1"
"10940","ZER1"
"10941","TBC1D13"
"10942","ENDOG"
"10943","SPOUT1"
"10944","KYAT1"
"10945","LRRC8A"
"10946","PHYHD1"
"10947","AL672142.1"
"10948","DOLK"
"10949","NUP188"
"10950","AL592211.1"
"10951","SH3GLB2"
"10952","MIGA2"
"10953","DOLPP1"
"10954","CRAT"
"10955","PTPA"
"10956","AL158151.4"
"10957","IER5L"
"10958","AL158151.3"
"10959","AL158151.1"
"10960","AL161785.3"
"10961","C9ORF106"
"10962","LINC01503"
"10963","AL353803.2"
"10964","NTMT1"
"10965","C9ORF50"
"10966","ASB6"
"10967","PRRX2"
"10968","PTGES"
"10969","TOR1B"
"10970","TOR1A"
"10971","C9ORF78"
"10972","USP20"
"10973","FNBP1"
"10974","GPR107"
"10975","NCS1"
"10976","HMCN2"
"10977","ASS1"
"10978","FUBP3"
"10979","PRDM12"
"10980","EXOSC2"
"10981","ABL1"
"10982","FIBCD1"
"10983","LAMC3"
"10984","AIF1L"
"10985","NUP214"
"10986","AL157938.2"
"10987","AL157938.3"
"10988","FAM78A"
"10989","PLPP7"
"10990","PRRC2B"
"10991","AL358781.1"
"10992","POMT1"
"10993","AL358781.2"
"10994","UCK1"
"10995","RAPGEF1"
"10996","MED27"
"10997","NTNG2"
"10998","SETX"
"10999","TTF1"
"11000","CFAP77"
"11001","BARHL1"
"11002","DDX31"
"11003","GTF3C4"
"11004","AK8"
"11005","SPACA9"
"11006","TSC1"
"11007","GFI1B"
"11008","GTF3C5"
"11009","CEL"
"11010","RALGDS"
"11011","AL162417.1"
"11012","ABO"
"11013","SURF6"
"11014","MED22"
"11015","RPL7A"
"11016","SURF1"
"11017","SURF2"
"11018","SURF4"
"11019","STKLD1"
"11020","REXO4"
"11021","ADAMTS13"
"11022","CACFD1"
"11023","SLC2A6"
"11024","MYMK"
"11025","ADAMTSL2"
"11026","FAM163B"
"11027","DBH"
"11028","DBH-AS1"
"11029","SARDH"
"11030","VAV2"
"11031","BRD3OS"
"11032","BRD3"
"11033","BX649632.1"
"11034","WDR5"
"11035","RXRA"
"11036","AL669970.1"
"11037","AL669970.3"
"11038","COL5A1"
"11039","OLFM1"
"11040","AL390778.1"
"11041","AL390778.2"
"11042","PPP1R26-AS1"
"11043","PPP1R26"
"11044","C9ORF116"
"11045","MRPS2"
"11046","LINC01502"
"11047","GLT6D1"
"11048","SOHLH1"
"11049","KCNT1"
"11050","CAMSAP1"
"11051","AL355574.1"
"11052","UBAC1"
"11053","NACC2"
"11054","TMEM250"
"11055","QSOX2"
"11056","AC174065.1"
"11057","GPSM1"
"11058","DNLZ"
"11059","CARD9"
"11060","SNAPC4"
"11061","ENTR1"
"11062","PMPCA"
"11063","INPP5E"
"11064","SEC16A"
"11065","C9ORF163"
"11066","NOTCH1"
"11067","EGFL7"
"11068","AGPAT2"
"11069","FAM69B"
"11070","SNHG7"
"11071","LCN8"
"11072","LCN15"
"11073","AL355987.3"
"11074","CCDC183"
"11075","CCDC183-AS1"
"11076","RABL6"
"11077","AJM1"
"11078","PHPT1"
"11079","MAMDC4"
"11080","EDF1"
"11081","TRAF2"
"11082","FBXW5"
"11083","LCN12"
"11084","LCNL1"
"11085","PAXX"
"11086","ABCA2"
"11087","AL807752.6"
"11088","NPDC1"
"11089","ENTPD2"
"11090","AL807752.2"
"11091","SAPCD2"
"11092","UAP1L1"
"11093","MAN1B1-DT"
"11094","MAN1B1"
"11095","DPP7"
"11096","GRIN1"
"11097","LRRC26"
"11098","ANAPC2"
"11099","SSNA1"
"11100","TPRN"
"11101","TMEM203"
"11102","NDOR1"
"11103","BX255925.3"
"11104","RNF208"
"11105","CYSRT1"
"11106","TUBB4B"
"11107","NELFB"
"11108","NRARP"
"11109","EXD3"
"11110","NOXA1"
"11111","NSMF"
"11112","PNPLA7"
"11113","MRPL41"
"11114","DPH7"
"11115","ZMYND19"
"11116","ARRDC1"
"11117","ARRDC1-AS1"
"11118","EHMT1"
"11119","AL772363.1"
"11120","CACNA1B"
"11121","AC069287.1"
"11122","LINC01001"
"11123","AC069287.3"
"11124","BET1L"
"11125","RIC8A"
"11126","SIRT3"
"11127","PSMD13"
"11128","AC136475.1"
"11129","IFITM3"
"11130","B4GALNT4"
"11131","PKP3"
"11132","SIGIRR"
"11133","ANO9"
"11134","PTDSS2"
"11135","RNH1"
"11136","HRAS"
"11137","LRRC56"
"11138","LMNTD2"
"11139","AP006284.1"
"11140","RASSF7"
"11141","MIR210HG"
"11142","PHRF1"
"11143","IRF7"
"11144","SCT"
"11145","DRD4"
"11146","DEAF1"
"11147","AC131934.1"
"11148","EPS8L2"
"11149","AP006621.4"
"11150","TALDO1"
"11151","GATD1"
"11152","AP006621.3"
"11153","CEND1"
"11154","SLC25A22"
"11155","PANO1"
"11156","PIDD1"
"11157","RPLP2"
"11158","PNPLA2"
"11159","AP006621.1"
"11160","CD151"
"11161","POLR2L"
"11162","TSPAN4"
"11163","AP006623.1"
"11164","CHID1"
"11165","AP2A2"
"11166","MUC6"
"11167","AC139749.1"
"11168","MUC5B"
"11169","TOLLIP"
"11170","TOLLIP-AS1"
"11171","BRSK2"
"11172","MOB2"
"11173","DUSP8"
"11174","KRTAP5-AS1"
"11175","IFITM10"
"11176","LSP1"
"11177","MRPL23"
"11178","LINC01219"
"11179","CD81-AS1"
"11180","CD81"
"11181","TSSC4"
"11182","KCNQ1"
"11183","KCNQ1OT1"
"11184","CDKN1C"
"11185","SLC22A18AS"
"11186","SLC22A18"
"11187","PHLDA2"
"11188","NAP1L4"
"11189","CARS"
"11190","CARS-AS1"
"11191","OSBPL5"
"11192","ZNF195"
"11193","AC127526.1"
"11194","ART1"
"11195","CHRNA10"
"11196","NUP98"
"11197","PGAP2"
"11198","RHOG"
"11199","STIM1"
"11200","RRM1"
"11201","TRIM68"
"11202","MMP26"
"11203","HBB"
"11204","AC104389.4"
"11205","OR51M1"
"11206","OR51I2"
"11207","TRIM5"
"11208","TRIM22"
"11209","OR56A3"
"11210","AC022762.2"
"11211","C11ORF42"
"11212","FAM160A2"
"11213","CNGA4"
"11214","CCKBR"
"11215","CAVIN3"
"11216","SMPD1"
"11217","APBB1"
"11218","HPX"
"11219","TRIM3"
"11220","ARFIP2"
"11221","AC084337.2"
"11222","DNHD1"
"11223","RRP8"
"11224","ILK"
"11225","TAF10"
"11226","TPP1"
"11227","DCHS1"
"11228","AC091564.5"
"11229","MRPL17"
"11230","OR2AG2"
"11231","OR6A2"
"11232","AC087280.2"
"11233","ZNF215"
"11234","ZNF214"
"11235","NLRP14"
"11236","SYT9"
"11237","AC107884.1"
"11238","PPFIBP2"
"11239","AC044810.3"
"11240","NLRP10"
"11241","EIF3F"
"11242","TUB"
"11243","AC116456.1"
"11244","RIC3"
"11245","AC091013.1"
"11246","LMO1"
"11247","STK33"
"11248","TRIM66"
"11249","RPL27A"
"11250","ST5"
"11251","AC026894.1"
"11252","AKIP1"
"11253","TMEM9B"
"11254","TMEM9B-AS1"
"11255","NRIP3"
"11256","AC079296.1"
"11257","SCUBE2"
"11258","DENND5A"
"11259","TMEM41B"
"11260","IPO7"
"11261","AC132192.1"
"11262","AC132192.2"
"11263","ZNF143"
"11264","WEE1"
"11265","SWAP70"
"11266","AC026250.1"
"11267","SBF2-AS1"
"11268","SBF2"
"11269","AC011092.2"
"11270","AC100763.1"
"11271","ADM"
"11272","AMPD3"
"11273","MTRNR2L8"
"11274","RNF141"
"11275","MRVI1-AS1"
"11276","LYVE1"
"11277","MRVI1"
"11278","CTR9"
"11279","EIF4G2"
"11280","AC116535.1"
"11281","ZBED5"
"11282","ZBED5-AS1"
"11283","GALNT18"
"11284","USP47"
"11285","DKK3"
"11286","LINC02547"
"11287","MICAL2"
"11288","PARVA"
"11289","TEAD1"
"11290","LINC00958"
"11291","ARNTL"
"11292","BTBD10"
"11293","PTH"
"11294","FAR1"
"11295","AC027779.1"
"11296","SPON1"
"11297","SPON1-AS1"
"11298","RRAS2"
"11299","COPB1"
"11300","AC018523.2"
"11301","PSMA1"
"11302","PDE3B"
"11303","CYP2R1"
"11304","CALCB"
"11305","INSC"
"11306","AC073172.2"
"11307","SOX6"
"11308","C11ORF58"
"11309","PLEKHA7"
"11310","RPS13"
"11311","PIK3C2A"
"11312","NUCB2"
"11313","NCR3LG1"
"11314","AC124798.1"
"11315","KCNJ11"
"11316","ABCC8"
"11317","USH1C"
"11318","OTOG"
"11319","KCNC1"
"11320","SERGEF"
"11321","TPH1"
"11322","SAAL1"
"11323","MRGPRX3"
"11324","HPS5"
"11325","GTF2H1"
"11326","LDHA"
"11327","LDHC"
"11328","LDHAL6A"
"11329","TSG101"
"11330","UEVLD"
"11331","SPTY2D1OS"
"11332","SPTY2D1"
"11333","TMEM86A"
"11334","IGSF22"
"11335","AC103974.1"
"11336","PTPN5"
"11337","ZDHHC13"
"11338","CSRP3"
"11339","AC009652.2"
"11340","NAV2"
"11341","AC009549.1"
"11342","NAV2-AS3"
"11343","NAV2-AS2"
"11344","HTATIP2"
"11345","PRMT3"
"11346","NELL1"
"11347","ANO5"
"11348","AC104009.1"
"11349","SLC17A6"
"11350","LINC01495"
"11351","FANCF"
"11352","GAS2"
"11353","SVIP"
"11354","AC006299.1"
"11355","AC090092.1"
"11356","AC100768.2"
"11357","AC100768.1"
"11358","LUZP2"
"11359","AC090592.1"
"11360","ANO3"
"11361","MUC15"
"11362","SLC5A12"
"11363","FIBIN"
"11364","BBOX1"
"11365","BBOX1-AS1"
"11366","CCDC34"
"11367","LGR4"
"11368","AC100771.2"
"11369","LIN7C"
"11370","BDNF-AS"
"11371","BDNF"
"11372","KIF18A"
"11373","METTL15"
"11374","AC090833.1"
"11375","AC090791.1"
"11376","AC090124.1"
"11377","AC107973.1"
"11378","LINC01616"
"11379","KCNA4"
"11380","AC124657.1"
"11381","ARL14EP"
"11382","MPPED2"
"11383","AL136088.1"
"11384","DCDC1"
"11385","DNAJC24"
"11386","IMMP1L"
"11387","ELP4"
"11388","AC131571.1"
